Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSQF,NewHouse,SummerSale,Season,RemodelAge,GarageAgeInv,GarageIdx,HouseAge,LargeHouse,SQFperRoom,HasPool,PrchSQ,time_index,neighborhood_index
1634,60,RL,60.0,7500,Pave,,Reg,Lvl,4.0,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,3,2,PConc,3.0,2.0,1.0,3.0,476.0,1.0,0.0,476.0,952.0,GasA,3,1,SBrkr,952,684,0,1636,1.0,0.0,2,1,3,1,2.0,7,7.0,1,2.0,Attchd,4.0,2.0,440.0,2.0,2.0,2,0,84,0,0,0,0,0.0,0.0,,0,10,2009,WD,Normal,191000,2588.0,False,False,2,10,0.08333333333333333,0.6666666666666666,11,False,369.7142857142857,False,84,0.9564583358714984,1.1037830103946835
1635,60,RL,,8803,Pave,,IR1,Lvl,4.0,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,0.0,0.0,2,2,PConc,3.0,2.0,1.0,3.0,600.0,1.0,0.0,107.0,707.0,GasA,3,1,SBrkr,707,809,0,1516,1.0,0.0,2,1,3,1,3.0,7,7.0,1,2.0,Attchd,4.0,2.0,409.0,2.0,2.0,2,0,46,0,0,0,0,0.0,0.0,,0,7,2009,WD,Normal,181316,2223.0,False,True,1,14,0.0625,0.5,15,False,317.57142857142856,False,46,1.005261483223023,1.1037830103946835
1636,20,RL,58.0,7250,Pave,,Reg,Lvl,4.0,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,HdBoard,5.0,45.0,2,2,PConc,3.0,2.0,1.0,1.0,0.0,1.0,0.0,1181.0,1181.0,GasA,3,1,SBrkr,1190,0,0,1190,0.0,0.0,2,0,3,1,3.0,6,7.0,1,2.0,Attchd,2.0,2.0,430.0,2.0,2.0,2,0,21,0,0,0,0,0.0,0.0,,0,11,2009,WD,Normal,166000,2371.0,False,False,2,16,0.0588235294117647,0.2352941176470588,16,False,395.1666666666667,False,21,0.9564583358714984,1.1037830103946835
1637,60,RL,85.0,11900,Pave,,Reg,Lvl,4.0,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,6,Gable,CompShg,HdBoard,Wd Sdng,5.0,157.0,2,2,PConc,3.0,2.0,1.0,3.0,400.0,1.0,0.0,722.0,1122.0,GasA,3,1,SBrkr,946,988,0,1934,1.0,0.0,2,1,3,1,2.0,6,7.0,1,2.0,Attchd,2.0,2.0,567.0,2.0,2.0,1,0,176,0,0,200,0,0.0,0.0,,0,7,2009,WD,Normal,185000,3056.0,False,True,1,32,0.030303030303030304,0.12121212121212122,32,False,509.3333333333333,False,376,1.005261483223023,1.1037830103946835
1638,60,RL,,13250,Pave,,IR1,Lvl,4.0,Inside,Gtl,NWAmes,RRNn,Norm,1Fam,2Story,7,6,Gable,CompShg,HdBoard,HdBoard,5.0,256.0,2,2,CBlock,3.0,2.0,1.0,1.0,0.0,1.0,0.0,832.0,832.0,GasA,2,1,SBrkr,1154,896,0,2050,0.0,0.0,2,1,4,1,3.0,8,7.0,1,2.0,Attchd,3.0,2.0,529.0,2.0,2.0,2,192,192,0,0,0,0,0.0,0.0,,0,5,2009,WD,Abnorml,154000,2882.0,False,True,1,31,0.03125,0.1875,31,False,360.25,False,192,1.005261483223023,0.9472798865103934
1639,20,RL,80.0,10928,Pave,,Reg,Lvl,4.0,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,VinylSd,VinylSd,5.0,101.0,2,2,PConc,2.0,2.0,1.0,1.0,363.0,1.0,0.0,1064.0,1427.0,GasA,2,1,SBrkr,1671,0,0,1671,0.0,0.0,2,0,3,1,2.0,7,7.0,1,2.0,Attchd,3.0,2.0,484.0,2.0,2.0,2,252,55,0,0,0,0,0.0,0.0,,0,8,2009,WD,Normal,200000,3098.0,False,True,2,23,0.03125,0.1875,31,False,442.57142857142856,False,55,0.9564583358714984,0.9472798865103934
1640,60,RL,,12388,Pave,,IR1,Lvl,4.0,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,Gable,CompShg,Plywood,Plywood,5.0,229.0,2,2,CBlock,3.0,2.0,1.0,3.0,602.0,1.0,0.0,441.0,1043.0,GasA,2,1,SBrkr,1539,1134,0,2673,0.0,0.0,2,1,4,1,3.0,9,7.0,1,2.0,BuiltIn,3.0,2.0,441.0,2.0,2.0,2,178,84,0,0,0,0,0.0,0.0,,0,8,2009,WD,Normal,249000,3716.0,False,True,2,18,0.03333333333333333,0.2,29,False,412.8888888888889,False,84,0.9564583358714984,0.9472798865103934
1641,20,RL,80.0,11088,Pave,,Reg,Lvl,4.0,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,HdBoard,5.0,144.0,2,2,PConc,2.0,2.0,1.0,3.0,832.0,1.0,0.0,308.0,1140.0,GasA,3,1,SBrkr,1707,0,0,1707,0.0,0.0,2,0,3,1,2.0,7,7.0,1,2.0,Attchd,4.0,2.0,479.0,2.0,2.0,2,0,0,0,0,0,0,0.0,0.0,,0,5,2009,WD,Normal,184000,2847.0,False,True,1,11,0.03125,0.25,31,False,406.7142857142857,False,0,1.005261483223023,0.9472798865103934
1642,60,FV,70.0,7000,Pave,,Reg,Lvl,4.0,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,CemntBd,CmentBd,0.0,0.0,3,2,PConc,3.0,2.0,2.0,3.0,622.0,1.0,0.0,304.0,926.0,GasA,3,1,SBrkr,1016,868,0,1884,1.0,0.0,2,1,3,1,3.0,7,7.0,1,3.0,Attchd,3.0,2.0,581.0,2.0,2.0,2,0,35,0,0,0,0,0.0,0.0,,0,6,2009,WD,Normal,240900,2810.0,False,True,1,6,0.14285714285714288,0.8571428571428572,6,False,401.42857142857144,False,35,1.005261483223023,1.177355159654888
1643,60,FV,,7500,Pave,,Reg,Lvl,4.0,Inside,Gtl,Somerst,RRNn,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,3,2,PConc,3.0,2.0,1.0,1.0,0.0,1.0,0.0,1058.0,1058.0,GasA,3,1,SBrkr,1058,816,0,1874,0.0,0.0,2,1,3,1,3.0,7,7.0,1,2.0,Attchd,4.0,2.0,588.0,2.0,2.0,2,0,134,0,0,0,0,0.0,0.0,,0,3,2009,WD,Normal,220000,2932.0,False,False,0,8,0.09999999999999998,0.7999999999999998,9,False,418.85714285714283,False,134,1.023073644322256,1.177355159654888
1644,60,FV,,8470,Pave,,Reg,Lvl,4.0,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,3,2,PConc,3.0,2.0,1.0,3.0,225.0,3.0,276.0,471.0,972.0,GasA,3,1,SBrkr,972,839,0,1811,0.0,0.0,2,1,3,1,3.0,7,7.0,1,3.0,Attchd,3.0,2.0,565.0,2.0,2.0,2,225,48,0,0,0,0,0.0,0.0,,0,10,2009,WD,Normal,235000,2783.0,False,False,2,7,0.12500000000000003,0.7500000000000002,7,False,397.57142857142856,False,48,0.9564583358714984,1.177355159654888
1645,20,RL,,9373,Pave,,IR1,Lvl,4.0,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,5.0,161.0,2,2,CBlock,3.0,2.0,3.0,3.0,1333.0,1.0,168.0,120.0,1621.0,GasA,2,1,SBrkr,1621,0,0,1621,1.0,0.0,2,0,3,1,2.0,7,7.0,2,2.0,Attchd,3.0,2.0,478.0,2.0,2.0,2,0,0,0,0,490,0,0.0,0.0,,0,6,2009,WD,Normal,213000,3242.0,False,True,1,34,0.028571428571428577,0.17142857142857146,34,False,463.14285714285717,False,490,1.005261483223023,0.9472798865103934
1646,20,RL,78.0,10140,Pave,,Reg,Lvl,4.0,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,Plywood,Plywood,5.0,196.0,2,2,CBlock,2.0,2.0,1.0,3.0,888.0,1.0,0.0,228.0,1116.0,GasA,3,1,SBrkr,1116,0,0,1116,1.0,0.0,2,0,3,1,2.0,6,7.0,1,2.0,Attchd,3.0,2.0,528.0,2.0,2.0,2,0,0,0,0,0,0,0.0,3.0,,0,4,2009,WD,Normal,167900,2232.0,False,True,1,35,0.02777777777777778,0.16666666666666669,35,False,372.0,False,0,1.005261483223023,0.9472798865103934
1647,20,RL,85.0,11050,Pave,,IR1,Lvl,4.0,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,Plywood,Plywood,0.0,0.0,2,2,CBlock,2.0,2.0,1.0,3.0,636.0,1.0,0.0,540.0,1176.0,GasA,2,1,SBrkr,1193,0,0,1193,0.0,0.0,2,0,3,1,2.0,5,7.0,1,2.0,Attchd,2.0,2.0,506.0,2.0,2.0,2,40,0,0,0,0,0,0.0,0.0,,0,8,2009,WD,Normal,158000,2369.0,False,True,2,34,0.028571428571428577,0.11428571428571431,34,False,473.8,False,0,0.9564583358714984,0.9472798865103934
1648,20,RL,,7830,Pave,,IR1,Lvl,4.0,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,0.0,0.0,2,2,CBlock,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1180.0,1180.0,GasA,2,1,SBrkr,1180,0,0,1180,0.0,0.0,1,1,2,1,2.0,6,7.0,0,0.0,Attchd,3.0,2.0,477.0,2.0,2.0,2,0,45,0,0,0,0,0.0,0.0,,0,3,2009,COD,Normal,128000,2360.0,False,False,0,39,0.025,0.15000000000000002,39,False,393.3333333333333,False,45,1.023073644322256,0.9252844684344167
1649,20,RL,,8510,Pave,,IR1,Lvl,4.0,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Plywood,Plywood,5.0,178.0,2,2,CBlock,3.0,2.0,1.0,3.0,500.0,1.0,0.0,543.0,1043.0,GasA,3,1,SBrkr,1050,0,0,1050,1.0,0.0,1,1,3,1,2.0,6,7.0,0,0.0,Attchd,2.0,1.0,336.0,2.0,2.0,2,0,0,0,0,0,0,0.0,0.0,,0,7,2009,WD,Normal,143000,2093.0,False,True,1,38,0.025641025641025644,0.05128205128205129,38,False,348.8333333333333,False,0,1.005261483223023,0.9252844684344167
1650,20,RL,60.0,7038,Pave,,Reg,Lvl,4.0,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,2,2,CBlock,2.0,2.0,1.0,3.0,726.0,1.0,0.0,138.0,864.0,GasA,2,1,SBrkr,864,0,0,864,1.0,0.0,1,0,3,1,2.0,5,7.0,0,0.0,Detchd,2.0,2.0,576.0,2.0,2.0,2,210,0,0,0,0,0,0.0,5.0,,0,9,2009,WD,Abnorml,76500,1728.0,False,False,2,39,0.11111111111111109,0.44444444444444436,39,False,345.6,False,0,0.9564583358714984,0.9252844684344167
1651,20,RL,60.0,9000,Pave,,Reg,Lvl,4.0,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,2,3,CBlock,2.0,2.0,1.0,3.0,240.0,1.0,0.0,624.0,864.0,GasA,3,1,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,2.0,5,7.0,0,0.0,Detchd,2.0,2.0,576.0,2.0,2.0,2,200,0,0,0,0,0,0.0,3.0,,0,7,2009,WD,Normal,130000,1728.0,False,True,1,3,0.041666666666666664,0.16666666666666666,38,False,345.6,False,0,1.005261483223023,0.9252844684344167
1652,160,RM,21.0,1680,Pave,,Reg,Lvl,4.0,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,5.0,504.0,2,2,CBlock,2.0,2.0,1.0,2.0,254.0,1.0,0.0,229.0,483.0,GasA,2,1,SBrkr,483,504,0,987,1.0,0.0,1,1,2,1,2.0,5,7.0,0,0.0,Detchd,2.0,1.0,264.0,2.0,2.0,2,0,0,0,0,0,0,0.0,0.0,,0,7,2009,WD,Normal,111000,1470.0,False,True,1,36,0.02702702702702703,0.05405405405405406,36,False,294.0,False,0,1.005261483223023,0.8704007538009637
1653,160,RM,21.0,1680,Pave,,Reg,Lvl,4.0,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,Gable,CompShg,HdBoard,HdBoard,5.0,425.0,2,2,CBlock,2.0,2.0,1.0,2.0,110.0,1.0,294.0,79.0,483.0,GasA,2,1,SBrkr,483,504,0,987,1.0,0.0,1,1,2,1,2.0,5,7.0,0,0.0,Detchd,2.0,1.0,288.0,2.0,2.0,2,0,0,0,0,0,0,0.0,0.0,,0,7,2009,WD,Normal,97000,1470.0,False,True,1,37,0.026315789473684213,0.052631578947368425,37,False,294.0,False,0,1.005261483223023,0.8704007538009637
1654,160,RL,24.0,2308,Pave,,Reg,Lvl,4.0,FR2,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,Plywood,Brk Cmn,0.0,0.0,2,2,CBlock,3.0,2.0,1.0,3.0,306.0,1.0,0.0,498.0,804.0,GasA,2,1,SBrkr,804,744,0,1548,0.0,0.0,2,1,3,1,2.0,7,7.0,1,2.0,Detchd,3.0,2.0,440.0,2.0,2.0,2,108,0,0,0,0,0,0.0,0.0,,0,9,2009,WD,Normal,146000,2352.0,False,False,2,33,0.02941176470588235,0.1764705882352941,33,False,336.0,False,0,0.9564583358714984,0.9330263708711842
1655,120,RL,24.0,2280,Pave,,Reg,Lvl,4.0,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,5,Gable,CompShg,Plywood,Brk Cmn,0.0,0.0,2,2,CBlock,3.0,2.0,1.0,3.0,435.0,1.0,622.0,0.0,1057.0,GasA,2,1,SBrkr,1055,0,0,1055,0.0,1.0,2,0,2,1,2.0,4,7.0,1,2.0,Attchd,3.0,2.0,440.0,2.0,2.0,2,0,27,0,0,0,0,0.0,0.0,,0,8,2009,WD,Normal,123000,2112.0,False,True,2,34,0.028571428571428577,0.17142857142857146,34,False,528.0,False,27,0.9564583358714984,0.9330263708711842
1656,160,RL,24.0,2349,Pave,,Reg,Lvl,4.0,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,Plywood,Brk Cmn,0.0,0.0,2,2,CBlock,3.0,2.0,1.0,3.0,389.0,1.0,0.0,466.0,855.0,GasA,2,1,SBrkr,855,601,0,1456,0.0,0.0,2,1,3,1,2.0,6,7.0,1,2.0,Attchd,2.0,2.0,440.0,2.0,2.0,2,0,28,0,0,0,0,0.0,0.0,,0,5,2009,WD,Normal,137900,2311.0,False,True,1,32,0.030303030303030304,0.12121212121212122,32,False,385.1666666666667,False,28,1.005261483223023,0.9330263708711842
1657,160,RL,24.0,2364,Pave,,Reg,Lvl,4.0,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,Plywood,Brk Cmn,0.0,0.0,2,2,CBlock,3.0,2.0,1.0,3.0,320.0,1.0,0.0,484.0,804.0,GasA,2,1,SBrkr,804,744,0,1548,0.0,1.0,2,1,3,1,2.0,7,7.0,1,2.0,Detchd,2.0,2.0,440.0,2.0,2.0,2,108,0,0,0,0,0,0.0,0.0,,0,7,2009,WD,Normal,147000,2352.0,False,True,1,31,0.03125,0.125,31,False,336.0,False,0,1.005261483223023,0.9330263708711842
1658,160,RL,24.0,2364,Pave,,Reg,Lvl,4.0,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,Plywood,Brk Cmn,0.0,0.0,3,2,CBlock,3.0,2.0,1.0,3.0,279.0,1.0,0.0,576.0,855.0,GasA,2,1,SBrkr,855,601,0,1456,0.0,0.0,2,1,3,1,2.0,6,7.0,1,2.0,Attchd,4.0,2.0,440.0,2.0,2.0,2,147,0,0,0,0,0,0.0,0.0,,0,4,2009,WD,Normal,138000,2311.0,False,True,1,31,0.03125,0.25,31,False,385.1666666666667,False,0,1.005261483223023,0.9330263708711842
1659,120,RL,24.0,2104,Pave,,Reg,Lvl,4.0,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,7,6,Gable,CompShg,Plywood,Brk Cmn,0.0,0.0,2,2,CBlock,2.0,2.0,1.0,3.0,536.0,1.0,0.0,300.0,836.0,GasA,2,1,SBrkr,836,0,0,836,0.0,1.0,1,0,2,1,2.0,5,7.0,0,0.0,Attchd,2.0,1.0,345.0,2.0,2.0,2,150,20,0,0,0,0,0.0,0.0,,0,10,2009,WD,Normal,128500,1672.0,False,False,2,33,0.02941176470588235,0.0588235294117647,33,False,334.4,False,20,0.9564583358714984,0.9330263708711842
1660,20,RL,,10710,Pave,,Reg,Lvl,4.0,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Hip,CompShg,HdBoard,HdBoard,5.0,165.0,3,2,PConc,2.0,2.0,1.0,2.0,644.0,1.0,0.0,220.0,864.0,GasA,3,1,SBrkr,1120,0,0,1120,0.0,1.0,1,0,3,1,2.0,5,7.0,1,2.0,Attchd,3.0,2.0,656.0,2.0,2.0,2,0,162,0,0,0,0,0.0,0.0,Shed,1200,7,2009,WD,Normal,148800,1984.0,False,True,1,5,0.02272727272727273,0.13636363636363638,43,False,396.8,False,162,1.005261483223023,0.9252844684344167
1661,60,RL,110.0,14257,Pave,,Reg,Lvl,4.0,Inside,Gtl,NridgHt,PosN,Norm,1Fam,2Story,9,5,Hip,CompShg,VinylSd,VinylSd,8.0,726.0,3,2,PConc,3.0,2.0,1.0,3.0,1360.0,1.0,0.0,416.0,1776.0,GasA,3,1,SBrkr,1794,978,0,2772,1.0,0.0,3,1,4,1,3.0,10,7.0,3,3.0,BuiltIn,4.0,3.0,754.0,2.0,2.0,2,135,64,0,0,0,0,0.0,0.0,,0,6,2009,WD,Normal,462000,4548.0,False,True,1,2,0.33333333333333337,4.0,2,True,454.8,False,64,1.005261483223023,1.264241649599429
1662,60,RL,95.0,12350,Pave,,Reg,Lvl,4.0,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,3,2,PConc,3.0,2.0,1.0,3.0,986.0,1.0,0.0,379.0,1365.0,GasA,3,1,SBrkr,1365,1325,0,2690,1.0,0.0,2,1,3,1,3.0,8,7.0,1,3.0,Attchd,3.0,3.0,864.0,2.0,2.0,2,0,197,0,0,0,0,0.0,0.0,,0,7,2009,New,Partial,398800,4055.0,True,True,1,0,1.0,9.0,0,True,506.875,False,197,1.005261483223023,1.264241649599429
1663,20,RL,95.0,12350,Pave,,Reg,Lvl,4.0,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,VinylSd,VinylSd,8.0,450.0,3,2,PConc,3.0,2.0,3.0,3.0,1232.0,1.0,0.0,788.0,2020.0,GasA,3,1,SBrkr,2020,0,0,2020,1.0,0.0,2,0,3,1,3.0,7,7.0,1,3.0,Attchd,3.0,3.0,896.0,2.0,2.0,2,192,98,0,0,0,0,0.0,0.0,,0,5,2009,WD,Normal,404000,4040.0,True,True,1,1,0.5,4.5,1,True,577.1428571428571,False,98,1.005261483223023,1.264241649599429
1664,20,RL,105.0,13693,Pave,,Reg,Lvl,4.0,Inside,Gtl,NridgHt,PosA,PosA,1Fam,1Story,10,5,Hip,CompShg,VinylSd,VinylSd,8.0,472.0,3,2,PConc,3.0,2.0,4.0,3.0,2288.0,1.0,0.0,342.0,2630.0,GasA,3,1,SBrkr,2674,0,0,2674,2.0,0.0,2,1,2,1,3.0,8,7.0,2,3.0,Attchd,4.0,3.0,762.0,2.0,2.0,2,360,50,0,0,0,0,0.0,0.0,,0,3,2009,WD,Normal,610000,5304.0,False,False,0,2,0.33333333333333337,4.0,2,True,663.0,False,50,1.023073644322256,1.264241649599429
1665,20,RL,95.0,11578,Pave,,Reg,Lvl,4.0,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,Gable,CompShg,VinylSd,VinylSd,8.0,302.0,3,2,PConc,3.0,2.0,1.0,1.0,0.0,1.0,0.0,1736.0,1736.0,GasA,3,1,SBrkr,1736,0,0,1736,0.0,0.0,2,0,3,1,3.0,7,7.0,1,3.0,Attchd,3.0,3.0,834.0,2.0,2.0,2,319,90,0,0,0,0,0.0,0.0,,0,7,2009,WD,Normal,360000,3472.0,True,True,1,1,0.5,4.5,1,False,496.0,False,90,1.005261483223023,1.264241649599429
1666,20,RL,129.0,16870,Pave,,IR1,Lvl,4.0,FR3,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,5.0,238.0,3,2,PConc,3.0,2.0,4.0,3.0,1531.0,1.0,0.0,251.0,1782.0,GasA,3,1,SBrkr,1782,0,0,1782,1.0,0.0,2,0,3,1,3.0,7,7.0,2,3.0,Attchd,4.0,3.0,932.0,2.0,2.0,2,99,82,0,0,0,0,0.0,0.0,,0,4,2009,WD,Normal,296000,3564.0,False,True,1,4,0.16666666666666669,2.0,5,False,509.14285714285717,False,82,1.005261483223023,1.264241649599429
1667,60,RL,59.0,23303,Pave,,IR3,Lvl,4.0,CulDSac,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,8.0,20.0,3,2,PConc,3.0,2.0,3.0,3.0,1230.0,1.0,0.0,278.0,1508.0,GasA,3,1,SBrkr,1508,1012,0,2520,1.0,0.0,2,1,5,1,3.0,10,7.0,1,3.0,BuiltIn,4.0,3.0,640.0,2.0,2.0,2,192,273,0,0,0,0,0.0,0.0,,0,6,2009,WD,Family,409900,4028.0,False,True,1,2,0.33333333333333337,4.0,2,True,402.8,False,273,1.005261483223023,1.264241649599429
1668,20,RL,87.0,10367,Pave,,IR1,Lvl,4.0,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,VinylSd,VinylSd,8.0,284.0,3,2,PConc,3.0,2.0,2.0,3.0,1015.0,1.0,0.0,724.0,1739.0,GasA,3,1,SBrkr,1743,0,0,1743,1.0,0.0,2,0,3,1,3.0,8,7.0,1,3.0,Attchd,3.0,3.0,927.0,2.0,2.0,2,168,45,0,0,0,0,0.0,0.0,,0,6,2009,ConLI,Normal,335000,3482.0,True,True,1,1,0.5,4.5,1,False,435.25,False,45,1.005261483223023,1.264241649599429
1669,20,RL,77.0,10872,Pave,,IR1,Lvl,4.0,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,Gable,CompShg,VinylSd,VinylSd,8.0,122.0,3,2,PConc,3.0,3.0,3.0,3.0,1037.0,1.0,0.0,467.0,1504.0,GasA,3,1,SBrkr,1531,0,0,1531,1.0,0.0,2,0,2,1,3.0,6,7.0,1,3.0,Attchd,4.0,3.0,700.0,2.0,2.0,2,184,52,0,0,0,0,0.0,0.0,,0,2,2009,WD,Normal,300000,3035.0,False,False,0,3,0.25,3.0,3,False,505.8333333333333,False,52,1.023073644322256,1.264241649599429
1670,20,RL,102.0,13514,Pave,,IR1,Lvl,4.0,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,VinylSd,VinylSd,0.0,285.0,3,2,PConc,3.0,2.0,1.0,3.0,1142.0,1.0,0.0,632.0,1774.0,GasA,3,1,SBrkr,1808,0,0,1808,1.0,0.0,2,0,3,1,3.0,7,7.0,1,3.0,Attchd,4.0,3.0,850.0,2.0,2.0,2,200,26,0,0,0,0,0.0,0.0,,0,3,2009,WD,Normal,324000,3582.0,True,False,0,1,0.5,6.0,1,False,511.7142857142857,False,26,1.023073644322256,1.264241649599429
1671,20,RL,90.0,12878,Pave,,IR1,Lvl,4.0,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,5.0,418.0,3,2,PConc,3.0,2.0,1.0,3.0,1262.0,1.0,0.0,498.0,1760.0,GasA,3,1,SBrkr,1760,0,0,1760,1.0,0.0,2,0,3,1,3.0,8,7.0,1,3.0,Attchd,4.0,2.0,583.0,2.0,2.0,2,165,190,0,0,0,0,0.0,0.0,,0,6,2009,WD,Normal,269500,3520.0,False,True,1,5,0.14285714285714288,1.142857142857143,6,False,440.0,False,190,1.005261483223023,1.264241649599429
1672,20,RL,110.0,15274,Pave,,IR1,Lvl,4.0,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,VinylSd,VinylSd,5.0,724.0,3,2,PConc,3.0,2.0,1.0,3.0,1972.0,1.0,0.0,480.0,2452.0,GasA,3,1,SBrkr,2452,0,0,2452,2.0,0.0,2,0,3,1,3.0,10,7.0,1,3.0,Attchd,4.0,3.0,886.0,2.0,2.0,2,0,116,0,0,0,0,0.0,4.0,,0,7,2009,WD,Normal,445000,4904.0,False,True,1,6,0.14285714285714288,1.7142857142857144,6,True,490.4,False,116,1.005261483223023,1.264241649599429
1673,60,RL,96.0,13262,Pave,,IR1,Lvl,4.0,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,8.0,186.0,3,2,PConc,3.0,2.0,1.0,1.0,0.0,1.0,0.0,1082.0,1082.0,GasA,3,1,SBrkr,1105,1295,0,2400,0.0,0.0,3,1,4,1,3.0,10,7.0,1,3.0,BuiltIn,4.0,3.0,730.0,2.0,2.0,2,114,40,0,0,0,0,0.0,0.0,,0,6,2009,WD,Normal,290000,3482.0,False,True,1,5,0.14285714285714288,1.7142857142857144,6,False,348.2,False,40,1.005261483223023,1.264241649599429
1674,20,RL,70.0,9658,Pave,,IR1,Lvl,4.0,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,8.0,383.0,3,2,PConc,3.0,2.0,1.0,1.0,0.0,1.0,0.0,1598.0,1598.0,GasA,3,1,SBrkr,1606,0,0,1606,0.0,0.0,2,0,3,1,3.0,6,7.0,1,3.0,Attchd,3.0,3.0,871.0,2.0,2.0,2,230,60,0,0,0,0,0.0,0.0,,0,7,2009,WD,Normal,255900,3204.0,False,True,1,3,0.25,2.25,3,False,534.0,False,60,1.005261483223023,1.264241649599429
