Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,YrSold,SaleType,SaleCondition,SalePrice,TotalSQF,NewHouse,SummerSale,RecentRemodel
148,60,RL,,9505,Pave,,IR1,Lvl,4,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,4,3,PConc,4.0,3.0,2.0,0.0,0,0.0,0,884,884,GasA,5,1,SBrkr,884,1151,0,2035,0,0,2,1,3,1,4,8,10,1,4.0,BuiltIn,2001.0,4.0,2,434,3.0,3.0,3,144,48,0,0,0,0,,,,0,2010,WD,Normal,222500,2919,False,True,False
149,20,RL,63.0,7500,Pave,,Reg,Lvl,4,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,3,3,PConc,4.0,3.0,2.0,5.0,680,0.0,0,400,1080,GasA,5,1,SBrkr,1080,0,0,1080,1,0,1,0,3,1,4,6,10,0,,,,,0,0,,,3,0,0,0,0,0,0,,,,0,2008,WD,Normal,141000,2160,False,True,True
150,50,RM,,6240,Pave,,Reg,Lvl,4,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,4.0,3.0,2.0,0.0,0,0.0,0,896,896,GasA,4,1,FuseA,896,448,0,1344,0,0,1,0,3,1,3,7,10,0,,Detchd,1936.0,2.0,1,240,2.0,3.0,3,200,114,0,0,0,0,,,,0,2006,WD,Normal,115000,2240,False,True,False
151,20,RL,120.0,10356,Pave,,Reg,Lvl,4,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,4.0,3.0,716,0.0,0,253,969,GasA,3,1,SBrkr,969,0,0,969,0,0,1,1,3,1,3,5,10,0,,Attchd,1975.0,2.0,2,440,3.0,3.0,3,0,0,0,0,0,0,,4.0,,0,2007,WD,Normal,122000,1938,False,False,False
152,20,RL,107.0,13891,Pave,,Reg,Lvl,4,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,436.0,4,3,PConc,5.0,3.0,5.0,5.0,1400,0.0,0,310,1710,GasA,5,1,SBrkr,1710,0,0,1710,1,0,2,0,2,1,4,6,10,1,4.0,Attchd,2007.0,3.0,3,866,3.0,3.0,3,0,102,0,0,0,0,,,,0,2008,New,Partial,372402,3420,True,False,True
153,60,RL,,14803,Pave,,IR1,Lvl,4,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,252.0,3,3,CBlock,3.0,3.0,2.0,2.0,416,0.0,0,409,825,GasA,4,1,SBrkr,1097,896,0,1993,0,0,2,1,4,1,3,8,10,1,4.0,Attchd,1971.0,3.0,2,495,3.0,3.0,3,0,66,0,0,0,0,,3.0,,0,2006,WD,Normal,190000,2818,False,True,False
154,20,RL,,13500,Pave,,Reg,Lvl,4,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,7,1960,1975,Flat,CompShg,BrkFace,Plywood,None,0.0,3,3,CBlock,4.0,3.0,5.0,3.0,429,4.0,1080,93,1602,GasA,4,1,SBrkr,1252,0,0,1252,1,0,1,0,1,1,3,4,10,1,4.0,Attchd,1960.0,3.0,2,564,3.0,3.0,3,409,0,0,0,0,0,,,,0,2008,WD,Normal,235000,2854,False,False,False
155,30,RM,84.0,11340,Pave,,Reg,Lvl,4,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,5,1923,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,2.0,0.0,0,0.0,0,1200,1200,GasA,3,1,FuseA,1200,0,0,1200,0,0,1,0,4,1,3,7,10,0,,Detchd,1923.0,2.0,1,312,2.0,2.0,3,0,0,228,0,0,0,,,,0,2006,WD,Family,125000,2400,False,False,False
156,50,RL,60.0,9600,Pave,,Reg,Lvl,4,Corner,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,6,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,2.0,0.0,0,0.0,0,572,572,Grav,2,0,FuseF,572,524,0,1096,0,0,1,0,2,1,3,5,10,0,,,,,0,0,,,1,0,8,128,0,0,0,,,,0,2008,WD,Normal,79000,1668,False,True,False
157,20,RL,60.0,7200,Pave,,Reg,Lvl,4,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,,,,,0,,0,0,0,GasA,3,1,FuseF,1040,0,0,1040,0,0,1,0,2,1,3,5,10,0,,Detchd,1950.0,2.0,2,625,3.0,3.0,3,0,0,0,0,0,0,,,,0,2006,WD,Normal,109500,1040,False,True,False
158,60,RL,92.0,12003,Pave,,Reg,Lvl,4,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,BrkFace,84.0,4,3,PConc,5.0,3.0,2.0,0.0,0,0.0,0,774,774,GasA,5,1,SBrkr,774,1194,0,1968,0,0,2,1,4,1,5,8,10,1,4.0,BuiltIn,2009.0,4.0,3,680,3.0,3.0,3,0,75,0,0,0,0,,,,0,2010,New,Partial,269500,2742,True,True,True
159,60,FV,100.0,12552,Pave,,Reg,Lvl,4,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,2.0,5.0,222,0.0,0,769,991,GasA,5,1,SBrkr,991,956,0,1947,0,0,2,1,3,1,4,8,10,1,4.0,Attchd,2004.0,3.0,2,678,3.0,3.0,3,0,136,0,0,0,0,,3.0,,0,2010,WD,Normal,254900,2938,False,True,True
160,60,RL,134.0,19378,Pave,,IR1,HLS,4,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,456.0,4,3,PConc,4.0,3.0,3.0,5.0,57,0.0,0,1335,1392,GasA,5,1,SBrkr,1392,1070,0,2462,1,0,2,1,4,1,4,9,10,1,4.0,Attchd,2006.0,3.0,2,576,3.0,3.0,3,239,132,0,168,0,0,,,,0,2006,New,Partial,320000,3854,True,False,True
161,20,RL,,11120,Pave,,IR1,Lvl,4,CulDSac,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,1984,1984,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,PConc,4.0,3.0,2.0,3.0,660,0.0,0,572,1232,GasA,3,1,SBrkr,1232,0,0,1232,0,0,2,0,3,1,3,6,10,0,,Attchd,1984.0,2.0,2,516,3.0,3.0,3,0,0,0,0,0,0,,,,0,2008,WD,Normal,162500,2464,False,True,False
162,60,RL,110.0,13688,Pave,,IR1,Lvl,4,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,664.0,4,3,PConc,5.0,3.0,4.0,5.0,1016,0.0,0,556,1572,GasA,5,1,SBrkr,1572,1096,0,2668,1,0,2,1,3,1,5,10,10,2,4.0,BuiltIn,2003.0,4.0,3,726,3.0,3.0,3,400,0,0,0,0,0,,,,0,2008,WD,Normal,412500,4240,False,False,True
163,20,RL,95.0,12182,Pave,,Reg,Lvl,4,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,226.0,4,3,PConc,4.0,3.0,3.0,3.0,1201,0.0,0,340,1541,GasA,5,1,SBrkr,1541,0,0,1541,0,0,2,0,3,1,4,7,10,1,4.0,Attchd,2005.0,3.0,2,532,3.0,3.0,3,0,70,0,0,0,0,,,,0,2010,New,Partial,220000,3082,False,True,False
164,45,RL,55.0,5500,Pave,,Reg,Lvl,4,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Unf,4,6,1956,1956,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,2.0,0.0,0,0.0,0,882,882,GasA,5,1,SBrkr,882,0,0,882,0,0,1,0,1,1,3,4,10,0,,,,,0,0,,,3,0,0,0,0,0,0,,4.0,,0,2007,WD,Normal,103200,1764,False,True,False
165,40,RM,40.0,5400,Pave,Pave,Reg,Lvl,4,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,7,1926,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,3.0,3.0,3.0,1.0,370,0.0,0,779,1149,GasA,4,1,FuseA,1149,467,0,1616,0,0,2,0,3,1,4,5,10,0,,Detchd,1926.0,2.0,1,216,3.0,3.0,3,0,0,183,0,0,0,,,,0,2007,WD,Normal,152000,2765,False,False,False
166,190,RL,62.0,10106,Pave,,Reg,Lvl,4,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,5,7,1940,1999,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,3.0,3.0,2.0,4.0,351,2.0,181,112,644,GasA,4,1,SBrkr,808,547,0,1355,1,0,2,0,4,2,3,6,10,0,,,,,0,0,,,3,140,0,0,0,0,0,,,,0,2008,WD,Normal,127500,1999,False,False,False
167,20,RL,,10708,Pave,,IR1,Lvl,4,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,5,5,1955,1993,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,3.0,3.0,2.0,1.0,379,3.0,768,470,1617,GasA,5,1,FuseA,1867,0,0,1867,1,0,1,0,2,1,3,7,10,3,4.0,Attchd,1955.0,4.0,1,303,3.0,3.0,3,476,0,0,0,142,0,,3.0,,0,2009,COD,Normal,190000,3484,False,False,False
168,60,RL,86.0,10562,Pave,,Reg,Lvl,4,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,300.0,4,3,PConc,5.0,3.0,2.0,5.0,1288,0.0,0,294,1582,GasA,5,1,SBrkr,1610,551,0,2161,1,0,1,1,3,1,5,8,10,1,4.0,Attchd,2007.0,4.0,3,789,3.0,3.0,3,178,120,0,0,0,0,,,,0,2007,New,Partial,325624,3743,True,False,False
169,60,RL,62.0,8244,Pave,,IR1,Lvl,4,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,2.0,0.0,0,0.0,0,840,840,GasA,5,1,SBrkr,840,880,0,1720,0,0,2,1,3,1,4,7,10,1,4.0,Attchd,2004.0,4.0,2,440,3.0,3.0,3,100,48,0,0,0,0,,,,0,2007,WD,Normal,183500,2560,False,True,False
170,20,RL,,16669,Pave,,IR1,Lvl,4,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,6,1981,1981,Hip,WdShake,Plywood,Plywood,BrkFace,653.0,4,3,CBlock,4.0,3.0,2.0,0.0,0,0.0,0,1686,1686,GasA,3,1,SBrkr,1707,0,0,1707,0,0,2,1,2,1,3,6,10,1,3.0,Attchd,1981.0,3.0,2,511,3.0,3.0,3,574,64,0,0,0,0,,,,0,2006,WD,Normal,228000,3393,False,False,False
171,50,RM,,12358,Pave,,IR1,Lvl,4,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,2.0,2.0,360,0.0,0,360,720,GasA,3,1,SBrkr,854,0,528,1382,0,0,1,1,2,1,3,7,10,0,,Detchd,1991.0,2.0,2,660,3.0,3.0,3,237,0,0,0,0,0,,,,0,2007,WD,Normal,128500,2102,False,True,False
172,20,RL,141.0,31770,Pave,,IR1,Lvl,4,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,BrkFace,Plywood,Stone,112.0,3,3,CBlock,3.0,4.0,5.0,3.0,639,0.0,0,441,1080,GasA,2,1,SBrkr,1656,0,0,1656,1,0,1,0,3,1,3,7,10,2,4.0,Attchd,1960.0,4.0,2,528,3.0,3.0,2,210,62,0,0,0,0,,,,0,2010,WD,Normal,215000,2736,False,True,False
173,160,RL,44.0,5306,Pave,,IR1,Lvl,4,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,7,1987,1987,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,4,PConc,4.0,4.0,2.0,5.0,495,2.0,215,354,1064,GasA,4,1,SBrkr,1064,703,0,1767,1,0,2,0,2,1,4,5,10,1,3.0,Attchd,1987.0,3.0,2,504,4.0,3.0,3,441,35,0,0,0,0,,,,0,2006,WD,Normal,239000,2831,False,True,False
174,20,RL,80.0,10197,Pave,,IR1,Lvl,4,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1961,1961,Gable,CompShg,WdShing,Wd Shng,BrkCmn,491.0,3,3,CBlock,3.0,3.0,2.0,4.0,288,2.0,374,700,1362,GasA,3,1,SBrkr,1362,0,0,1362,1,0,1,1,3,1,3,6,10,1,3.0,Attchd,1961.0,2.0,2,504,3.0,3.0,3,0,20,0,0,0,0,,,,0,2008,COD,Normal,163000,2724,False,True,False
175,20,RL,47.0,12416,Pave,,IR1,Lvl,4,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1986,1986,Gable,CompShg,VinylSd,Plywood,Stone,132.0,3,3,CBlock,4.0,2.0,2.0,4.0,1398,1.0,208,0,1606,GasA,3,1,SBrkr,1651,0,0,1651,1,0,2,0,3,1,3,7,7,1,3.0,Attchd,1986.0,4.0,2,616,3.0,3.0,3,192,0,0,0,0,0,,,,0,2008,WD,Normal,184000,3257,False,False,False
176,20,RL,84.0,12615,Pave,,Reg,Lvl,4,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1950,2001,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3.0,4.0,4.0,4.0,477,0.0,0,725,1202,GasA,3,1,SBrkr,2158,0,0,2158,1,0,2,0,4,1,4,7,10,1,4.0,Attchd,1950.0,2.0,2,576,3.0,3.0,3,0,29,39,0,0,0,,4.0,,0,2007,WD,Normal,243000,3360,False,True,False
177,60,RL,97.0,10029,Pave,,IR1,Lvl,4,Corner,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,5,1988,1989,Gable,CompShg,Plywood,Plywood,BrkFace,268.0,4,3,PConc,4.0,3.0,2.0,5.0,831,0.0,0,320,1151,GasA,3,1,SBrkr,1164,896,0,2060,0,1,2,1,4,1,3,8,10,1,3.0,Attchd,1988.0,2.0,2,521,3.0,3.0,3,0,228,0,0,192,0,,,,0,2007,WD,Normal,211000,3211,False,False,True
178,50,RL,,13650,Pave,,Reg,Lvl,4,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,4,CBlock,3.0,3.0,2.0,4.0,57,3.0,441,554,1052,GasA,5,1,SBrkr,1252,668,0,1920,1,0,2,0,4,1,4,8,10,1,4.0,Attchd,1958.0,2.0,2,451,3.0,3.0,3,0,0,0,0,0,0,,,,0,2006,WD,Normal,172500,2972,False,True,False
179,20,RL,63.0,17423,Pave,,IR1,Lvl,4,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,748.0,5,3,PConc,5.0,3.0,2.0,5.0,1904,0.0,0,312,2216,GasA,5,1,SBrkr,2234,0,0,2234,1,0,2,0,1,1,5,9,10,1,4.0,Attchd,2009.0,4.0,3,1166,3.0,3.0,3,0,60,0,0,0,0,,,,0,2009,New,Partial,501837,4450,True,True,True
180,30,RM,60.0,8520,Pave,,Reg,Lvl,4,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1923,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,3.0,3.0,2.0,0.0,0,0.0,0,968,968,GasA,3,1,SBrkr,968,0,0,968,0,0,1,0,2,1,3,5,10,0,,Detchd,1935.0,2.0,2,480,2.0,3.0,1,0,0,184,0,0,0,,,,0,2007,WD,Normal,100000,1936,False,True,False
181,160,FV,,2117,Pave,,Reg,Lvl,4,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,4,3,PConc,4.0,3.0,2.0,5.0,436,0.0,0,320,756,GasA,5,1,SBrkr,769,756,0,1525,0,0,2,1,3,1,4,5,10,1,3.0,Detchd,2000.0,2.0,2,440,3.0,3.0,3,0,0,0,0,0,0,,,,0,2007,WD,Normal,177000,2281,False,True,False
182,70,RL,54.0,7588,Pave,,Reg,Lvl,4,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,1920,1950,Gable,CompShg,Stucco,Stucco,None,0.0,3,3,BrkTil,2.0,3.0,2.0,1.0,352,0.0,0,441,793,GasA,4,1,SBrkr,901,901,0,1802,0,0,1,1,4,1,3,9,10,1,4.0,Detchd,1920.0,2.0,1,216,2.0,3.0,3,0,0,40,0,0,0,,,,0,2006,WD,Normal,200100,2595,False,True,False
183,20,RL,60.0,9060,Pave,,Reg,Lvl,4,Inside,Gtl,Edwards,Artery,Norm,1Fam,1Story,5,6,1957,2006,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,98.0,3,3,PConc,,,,,0,,0,0,0,GasA,5,1,SBrkr,1340,0,0,1340,0,0,1,0,3,1,3,7,10,1,4.0,Attchd,1957.0,3.0,1,252,3.0,3.0,3,116,0,0,180,0,0,,4.0,,0,2007,WD,Normal,120000,1340,False,True,False
184,50,RM,63.0,11426,Pave,,Reg,Lvl,4,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,2.0,0.0,0,0.0,0,1362,1362,GasA,5,1,SBrkr,1362,720,0,2082,0,0,2,1,3,1,4,6,5,0,,Detchd,2003.0,2.0,2,484,3.0,3.0,1,280,238,0,0,0,0,,,,0,2008,WD,Normal,200000,3444,False,True,False
185,50,RL,92.0,7438,Pave,,IR1,Lvl,4,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1.5Fin,5,8,1908,1991,Gable,CompShg,AsbShng,Plywood,None,0.0,3,3,PConc,2.0,3.0,2.0,0.0,0,0.0,0,504,504,GasA,4,1,SBrkr,936,316,0,1252,0,0,1,0,3,1,3,5,10,0,,Attchd,1986.0,2.0,2,576,3.0,3.0,3,104,0,0,0,0,0,,4.0,,0,2006,WD,Normal,127000,1756,False,True,False
186,75,RM,90.0,22950,Pave,,IR2,Lvl,4,Inside,Gtl,OldTown,Artery,Norm,1Fam,2.5Fin,10,9,1892,1993,Gable,WdShngl,Wd Sdng,Wd Sdng,None,0.0,4,4,BrkTil,3.0,3.0,3.0,0.0,0,0.0,0,1107,1107,GasA,5,1,SBrkr,1518,1518,572,3608,0,0,2,1,4,1,5,12,10,2,3.0,Detchd,1993.0,2.0,3,840,5.0,3.0,3,0,260,0,0,410,0,,5.0,,0,2006,WD,Normal,475000,4715,False,True,False
187,80,RL,,9947,Pave,,IR1,Lvl,4,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,7,5,1990,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4.0,3.0,4.0,5.0,611,0.0,0,577,1188,GasA,5,1,SBrkr,1217,0,0,1217,1,0,2,0,3,1,4,6,10,0,,Attchd,1990.0,2.0,2,497,3.0,3.0,3,168,27,0,0,0,0,,5.0,,0,2009,WD,Normal,173000,2405,False,True,True
188,50,RL,60.0,10410,Pave,,Reg,Lvl,4,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1916,1987,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,2.0,3.0,2.0,0.0,0,0.0,0,660,660,GasA,5,1,SBrkr,808,704,144,1656,0,0,2,1,3,1,3,8,7,0,,Detchd,1916.0,2.0,1,180,2.0,2.0,1,0,0,0,140,0,0,,4.0,,0,2009,WD,Normal,135000,2316,False,True,False
189,90,RL,64.0,7018,Pave,,Reg,Bnk,4,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,Stone,275.0,3,3,CBlock,4.0,3.0,4.0,5.0,1086,0.0,0,0,1086,GasA,3,1,SBrkr,1224,0,0,1224,2,0,0,2,2,2,3,6,10,2,3.0,Detchd,1979.0,2.0,2,528,3.0,3.0,3,120,0,0,0,0,0,,,,0,2009,WD,Alloca,153337,2310,False,True,False
190,120,RL,41.0,4923,Pave,,Reg,Lvl,4,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2001,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,5.0,3.0,4.0,5.0,1153,0.0,0,440,1593,GasA,5,1,SBrkr,1593,0,0,1593,1,0,1,1,0,1,5,5,10,1,4.0,Attchd,2001.0,4.0,2,682,3.0,3.0,3,0,120,0,0,224,0,,,,0,2008,WD,Normal,286000,3186,False,True,True
191,70,RL,70.0,10570,Pave,,Reg,Bnk,4,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,8,1932,1994,Hip,CompShg,BrkFace,BrkFace,None,0.0,4,3,CBlock,4.0,4.0,2.0,2.0,297,0.0,0,556,853,GasA,3,1,SBrkr,1549,1178,0,2727,0,0,2,1,3,1,4,10,3,2,3.0,Detchd,1932.0,2.0,2,440,3.0,3.0,3,0,74,0,0,0,0,,,,0,2007,WD,Normal,315000,3580,False,False,False
192,60,RL,,7472,Pave,,IR1,Lvl,4,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,9,1972,2004,Gable,CompShg,HdBoard,HdBoard,BrkFace,138.0,3,3,CBlock,3.0,3.0,2.0,4.0,626,0.0,0,99,725,GasA,4,1,SBrkr,725,754,0,1479,1,0,1,1,4,1,4,7,10,0,,Attchd,1972.0,4.0,2,484,3.0,3.0,3,0,32,0,0,0,0,,,,0,2007,WD,Normal,184000,2204,False,True,False
193,20,RL,68.0,9017,Pave,,IR1,Lvl,4,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,4.0,5.0,560,0.0,0,871,1431,GasA,5,1,SBrkr,1431,0,0,1431,1,0,2,0,3,1,4,6,10,0,,Attchd,1999.0,4.0,2,666,3.0,3.0,3,0,35,0,0,0,0,,,,0,2009,WD,Normal,192000,2862,False,False,False
194,160,RM,24.0,2522,Pave,,Reg,Lvl,4,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,4,3,PConc,4.0,3.0,2.0,0.0,0,0.0,0,970,970,GasA,5,1,SBrkr,970,739,0,1709,0,0,2,0,3,1,4,7,3,0,,Detchd,2004.0,2.0,2,380,3.0,3.0,3,0,40,0,0,0,0,,,,0,2006,WD,Normal,130000,2679,False,True,False
195,20,RL,60.0,7180,Pave,,IR1,Lvl,4,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,4.0,4.0,390,0.0,0,474,864,GasA,3,1,SBrkr,864,0,0,864,0,0,1,0,3,1,3,5,10,0,,Detchd,1989.0,2.0,1,352,3.0,3.0,3,0,0,0,0,0,0,,,,0,2008,WD,Normal,127000,1728,False,True,False
196,160,RL,24.0,2280,Pave,,Reg,Lvl,4,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,3,CBlock,4.0,3.0,2.0,4.0,566,0.0,0,289,855,GasA,3,1,SBrkr,855,601,0,1456,0,0,2,1,3,1,3,7,10,1,3.0,Attchd,1976.0,2.0,2,440,3.0,3.0,3,87,0,0,0,0,0,,,,0,2009,WD,Normal,148500,2311,False,True,False
197,20,RL,79.0,9416,Pave,,Reg,Lvl,4,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,Stone,205.0,5,3,PConc,5.0,3.0,2.0,5.0,1126,0.0,0,600,1726,GasA,5,1,SBrkr,1726,0,0,1726,1,0,2,0,3,1,5,8,10,1,4.0,Attchd,2007.0,4.0,3,786,3.0,3.0,3,171,138,0,0,266,0,,,,0,2007,New,Partial,311872,3452,True,False,False
198,75,RL,174.0,25419,Pave,,Reg,Lvl,4,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,8,4,1918,1990,Gable,CompShg,Stucco,Stucco,None,0.0,4,4,PConc,3.0,3.0,2.0,5.0,1036,1.0,184,140,1360,GasA,4,1,SBrkr,1360,1360,392,3112,1,1,2,0,4,1,4,8,10,1,5.0,Detchd,1918.0,2.0,2,795,3.0,3.0,3,0,16,552,0,0,512,5.0,5.0,,0,2006,WD,Abnorml,235000,4472,False,False,False
199,75,RM,92.0,5520,Pave,,Reg,Lvl,4,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,6,6,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,2.0,0.0,0,0.0,0,755,755,GasA,5,1,SBrkr,929,929,371,2229,0,0,1,0,5,1,3,8,10,0,,,,,0,0,,,3,0,198,30,0,0,0,,4.0,,0,2009,WD,Abnorml,104000,2984,False,True,False
200,20,RL,76.0,9591,Pave,,Reg,Lvl,4,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,262.0,4,3,PConc,5.0,3.0,4.0,5.0,1088,0.0,0,625,1713,GasA,5,1,SBrkr,1713,0,0,1713,1,0,2,0,3,1,5,7,10,1,4.0,Attchd,2004.0,4.0,3,856,3.0,3.0,3,0,26,0,0,170,0,,,,0,2009,WD,Normal,274900,3426,False,False,True
